Sale ID,Date,Customer ID,Product,Unit Price,Tax,Total,Reference,Payment Status,Shipping
SALE-00579,2026-01-04,CUST-014,Solar Path Lights 6pk,1922.03,144.15,2066.18,REF-939756,Paid,0.0
SALE-00580,2025-11-01,CUST-006,Caulk Silicone White,6056.91,454.27,6511.18,REF-556526,Paid,0.0
SALE-00581,2025-04-12,CUST-006,Steel Toe Boots,2194.38,164.58,2358.96,REF-520106,Paid,24.99
SALE-00582,2025-01-25,CUST-012,Chalk Line Reel,660.9,49.57,710.47,REF-311505,Paid,0.0
SALE-00583,2024-10-17,CUST-034,Staple Gun Electric,120.19,9.01,129.2,REF-806765,Paid,0.0
SALE-00584,2024-11-01,CUST-011,"PVC Pipe 2"" x 10ft",13292.6,996.94,14289.54,REF-518836,Unpaid,24.99
SALE-00585,2025-07-19,CUST-013,Motion Sensor Light,2746.35,205.98,2952.33,REF-171950,Paid,14.99
SALE-00586,2025-12-27,CUST-036,Ear Plugs 200 pair,16157.3,1211.8,17369.1,REF-389939,Paid,14.99
SALE-00587,2024-08-13,CUST-037,Industrial Drill Press,3124.96,234.37,3359.33,REF-630829,Paid,14.99
SALE-00588,2024-09-10,CUST-022,"Level 48"" Aluminum",1676.08,125.71,1801.79,REF-664032,Paid,24.99
SALE-00589,2025-07-19,CUST-031,"Band Saw 14""",2365.53,177.41,2542.94,REF-913274,Shipped,24.99
SALE-00590,2025-10-28,CUST-002,Retaining Wall Block,1540.67,115.55,1656.22,REF-501261,Paid,24.99
SALE-00591,2026-01-26,CUST-021,Shovel Round Point,2107.29,158.05,2265.34,REF-661671,Paid,24.99
SALE-00592,2025-04-10,CUST-006,Wheelbarrow 6 cu ft,5376.8,403.26,5780.06,REF-458605,Paid,14.99
SALE-00593,2024-08-11,CUST-023,Circuit Breaker 20A,256.95,19.27,276.22,REF-291663,Paid,9.99
SALE-00594,2026-01-08,CUST-048,"Pipe Wrench 18""",2094.23,157.07,2251.3,REF-340341,Paid,49.99
SALE-00595,2024-10-12,CUST-010,Drill Press Benchtop,2068.1,155.11,2223.21,REF-808640,Shipped,14.99
SALE-00596,2024-09-02,CUST-031,Brush Set 3pc,1415.4,106.16,1521.56,REF-702427,Paid,9.99
SALE-00597,2024-09-09,CUST-026,Outlet Box Double Gang,2172.67,162.95,2335.62,REF-156778,Partial,9.99
SALE-00598,2025-01-17,CUST-023,Ladder Extension 24ft,9627.1,722.03,10349.13,REF-283291,Shipped,0.0
SALE-00599,2026-03-15,CUST-021,Brad Nailer 18ga,1106.4,82.98,1189.38,REF-320989,Partial,14.99
SALE-00600,2024-06-12,CUST-040,"Ceiling Fan 52""",2356.83,176.76,2533.59,REF-348658,Paid,9.99
SALE-00601,2025-06-12,CUST-012,Gravel Pea 0.5cuft,3400.78,255.06,3655.84,REF-834750,Unpaid,0.0
SALE-00602,2025-05-15,CUST-012,Safety Vest Hi-Vis,2284.89,171.37,2456.26,REF-819335,Paid,49.99
SALE-00603,2024-12-09,CUST-016,First Aid Kit 100pc,4683.26,351.24,5034.5,REF-305587,Paid,49.99
SALE-00604,2026-01-16,CUST-001,Drywall Sheets 4x8,847.86,63.59,911.45,REF-990649,Unpaid,49.99
SALE-00605,2025-05-09,CUST-036,Hard Hat White,2092.52,156.94,2249.46,REF-824087,Paid,0.0
SALE-00606,2024-05-16,CUST-041,Work Gloves Heavy Duty,71.81,5.39,77.2,REF-372387,Unpaid,0.0
SALE-00607,2025-09-26,CUST-017,"Anchor Bolts 1/2""",195.15,14.64,209.79,REF-468145,Paid,14.99
SALE-00608,2025-11-21,CUST-035,Drywall Sheets 4x8,895.54,67.17,962.71,REF-472358,Unpaid,24.99
SALE-00609,2025-08-25,CUST-048,Fertilizer 10-10-10,3791.04,284.33,4075.37,REF-743473,Paid,9.99
SALE-00610,2026-01-28,CUST-011,Chalk Line Reel,681.62,51.12,732.74,REF-542306,Partial,49.99
SALE-00611,2024-02-06,CUST-022,Wire Nuts Assorted,7417.4,556.3,7973.7,REF-405509,Paid,14.99
SALE-00612,2026-02-09,CUST-029,Drill Press Benchtop,2230.87,167.32,2398.19,REF-884225,Shipped,9.99
SALE-00613,2024-03-28,CUST-002,Sandpaper Assorted Pack,2842.15,213.16,3055.31,REF-363871,Paid,0.0
SALE-00614,2024-07-04,CUST-007,Electrical Wire 12AWG 250ft,2208.96,165.67,2374.63,REF-675074,Paid,0.0
SALE-00615,2025-09-25,CUST-006,Tape Measure 25ft,489.97,36.75,526.72,REF-188406,Partial,0.0
SALE-00616,2024-04-24,CUST-019,Mulch Hardwood 2cuft,438.28,32.87,471.15,REF-652329,Paid,0.0
SALE-00617,2024-11-12,CUST-021,Paver Blocks 4x8,24657.4,1849.31,26506.71,REF-666843,Paid,14.99
SALE-00618,2025-03-23,CUST-035,Drywall Sheets 4x8,1724.66,129.35,1854.01,REF-761701,Partial,14.99
SALE-00619,2026-03-18,CUST-020,"Anchor Bolts 1/2""",204.61,15.35,219.96,REF-943797,Paid,9.99
SALE-00620,2025-06-14,CUST-017,Extension Cord 50ft,21.76,1.63,23.39,REF-648736,Paid,0.0
SALE-00621,2025-08-18,CUST-001,Brad Nailer 18ga,2425.4,181.91,2607.31,REF-600241,Paid,0.0
SALE-00622,2025-05-20,CUST-015,"Planer Thickness 13""",1714.6,128.59,1843.19,REF-297731,Partial,14.99
SALE-00623,2025-07-08,CUST-011,Chisel Set Wood 6pc,3216.18,241.21,3457.39,REF-968668,Partial,0.0
SALE-00624,2025-02-14,CUST-041,"Pipe Wrench 18""",20223.2,1516.74,21739.94,REF-743003,Paid,0.0
SALE-00625,2026-03-18,CUST-018,Shovel Round Point,650.87,48.82,699.69,REF-291267,Paid,0.0
SALE-00626,2024-11-15,CUST-040,Fertilizer 10-10-10,5348.58,401.14,5749.72,REF-615895,Paid,0.0
SALE-00627,2024-03-02,CUST-035,LED Panel Light 2x4,670.18,50.26,720.44,REF-395818,Paid,0.0
SALE-00628,2026-02-24,CUST-001,Wire Nuts Assorted,1449.73,108.73,1558.46,REF-617555,Paid,0.0
SALE-00629,2025-05-26,CUST-032,Brush Set 3pc,6967.2,522.54,7489.74,REF-133278,Unpaid,0.0
SALE-00630,2024-01-09,CUST-050,Ladder Extension 24ft,1778.78,133.41,1912.19,REF-290425,Paid,49.99
SALE-00631,2025-07-27,CUST-001,Hammer Drill Cordless,7149.3,536.2,7685.5,REF-361055,Partial,49.99
SALE-00632,2025-04-24,CUST-003,Flashing Tape Roll,8421.5,631.61,9053.11,REF-198524,Paid,9.99
SALE-00633,2025-11-10,CUST-021,Socket Set 40pc,2041.74,153.13,2194.87,REF-880900,Paid,0.0
SALE-00634,2025-11-10,CUST-013,Primer Interior 1gal,2678.8,200.91,2879.71,REF-799080,Paid,0.0
SALE-00635,2024-11-14,CUST-021,Premium Wood Stain,66.1,4.96,71.06,REF-713099,Paid,9.99
SALE-00636,2024-01-02,CUST-038,Lathe Wood 12x36,176.4,13.23,189.63,REF-725173,Paid,0.0
SALE-00637,2024-04-06,CUST-032,"PVC Pipe 2"" x 10ft",1289.9,96.74,1386.64,REF-896456,Paid,0.0
SALE-00638,2025-11-05,CUST-045,Smart Lock Deadbolt,815.84,61.19,877.03,REF-611540,Paid,0.0
SALE-00639,2025-11-25,CUST-023,Mulch Hardwood 2cuft,442.9,33.22,476.12,REF-822730,Partial,0.0
SALE-00640,2026-01-09,CUST-003,Sand Play 50lb,4271.52,320.36,4591.88,REF-409030,Shipped,0.0
SALE-00641,2025-03-18,CUST-023,Concrete Sealer 5gal,123.08,9.23,132.31,REF-971733,Paid,0.0
SALE-00642,2025-03-15,CUST-019,"Ceiling Fan 52""",4886.12,366.46,5252.58,REF-100754,Partial,24.99
SALE-00643,2024-01-20,CUST-024,Drill Press Benchtop,2178.65,163.4,2342.05,REF-856027,Paid,24.99
SALE-00644,2025-07-07,CUST-034,Air Compressor 6gal,3829.32,287.2,4116.52,REF-261618,Paid,0.0
SALE-00645,2025-11-11,CUST-008,Work Gloves Heavy Duty,72.34,5.43,77.77,REF-145903,Paid,0.0
SALE-00646,2024-04-04,CUST-032,"Roofing Nails 1.5""",6891.75,516.88,7408.63,REF-772925,Partial,24.99
SALE-00647,2025-09-20,CUST-045,Dust Mask N95 20pk,968.47,72.64,1041.11,REF-331444,Paid,0.0
SALE-00648,2024-11-16,CUST-006,Landscape Timbers 8ft,981.02,73.58,1054.6,REF-478458,Partial,49.99
SALE-00649,2025-12-02,CUST-040,Light Switch Dimmer,4764.05,357.3,5121.35,REF-173807,Paid,0.0
SALE-00650,2024-09-04,CUST-007,Hand Plane Block,3856.28,289.22,4145.5,REF-298663,Paid,14.99
SALE-00651,2026-01-19,CUST-041,Drywall Sheets 4x8,2578.68,193.4,2772.08,REF-535352,Paid,49.99
SALE-00652,2026-03-12,CUST-044,Weed Barrier Fabric,843.8,63.28,907.08,REF-209159,Paid,49.99
SALE-00653,2024-09-13,CUST-033,Wire Mesh 4x8 Sheet,2217.54,166.32,2383.86,REF-729057,Shipped,0.0
SALE-00654,2025-09-11,CUST-024,Shovel Round Point,1379.16,103.44,1482.6,REF-966286,Unpaid,14.99
SALE-00655,2024-10-18,CUST-014,Drop Cloth 9x12,8168.35,612.63,8780.98,REF-366431,Unpaid,9.99
SALE-00656,2025-07-01,CUST-047,Safety Goggles Anti-Fog,5795.25,434.64,6229.89,REF-117094,Paid,0.0
SALE-00657,2024-05-08,CUST-014,Fence Posts 4x4 8ft,16788.6,1259.14,18047.74,REF-823222,Paid,14.99
SALE-00658,2025-09-19,CUST-037,Extension Cord 50ft,42.6,3.19,45.79,REF-472932,Paid,0.0
SALE-00659,2025-06-19,CUST-016,Wire Nuts Assorted,1474.83,110.61,1585.44,REF-196369,Partial,14.99
SALE-00660,2024-12-03,CUST-047,Concrete Sealer 5gal,123.8,9.29,133.09,REF-611994,Paid,14.99
SALE-00661,2026-02-02,CUST-047,Safety Vest Hi-Vis,7814.3,586.07,8400.37,REF-158639,Unpaid,0.0
SALE-00662,2025-07-28,CUST-008,"Band Saw 14""",11807.55,885.57,12693.12,REF-990742,Paid,24.99
SALE-00663,2026-02-02,CUST-020,Doorbell Camera,246.3,18.47,264.77,REF-692354,Paid,0.0
SALE-00664,2025-12-08,CUST-010,Concrete Mix 80lb Bag,4539.66,340.47,4880.13,REF-567262,Paid,0.0
SALE-00665,2025-05-26,CUST-026,Caulk Silicone White,1950.24,146.27,2096.51,REF-598969,Paid,14.99
SALE-00666,2025-05-03,CUST-026,"Stepping Stones 12""",10471.25,785.34,11256.59,REF-236708,Paid,9.99
SALE-00667,2025-04-16,CUST-026,Laser Level Cross,6783.51,508.76,7292.27,REF-745919,Paid,0.0
SALE-00668,2024-05-25,CUST-028,Concrete Sealer 5gal,367.5,27.56,395.06,REF-193946,Paid,24.99
SALE-00669,2025-07-12,CUST-023,"Roofing Nails 1.5""",7051.14,528.84,7579.98,REF-787247,Paid,49.99
SALE-00670,2025-03-12,CUST-040,Mulch Hardwood 2cuft,876.28,65.72,942.0,REF-147057,Paid,0.0
SALE-00671,2026-02-05,CUST-049,Jigsaw Corded,1096.21,82.22,1178.43,REF-875507,Paid,0.0
SALE-00672,2025-03-28,CUST-019,Premium Wood Stain,673.0,50.48,723.48,REF-216683,Paid,9.99
SALE-00673,2025-01-11,CUST-014,"Orbital Sander 5""",165.05,12.38,177.43,REF-672967,Paid,14.99
SALE-00674,2025-10-24,CUST-010,Brad Nailer 18ga,237.35,17.8,255.15,REF-494900,Paid,0.0
SALE-00675,2024-01-10,CUST-013,"Planer Thickness 13""",1838.91,137.92,1976.83,REF-155663,Shipped,24.99
SALE-00676,2024-02-13,CUST-043,Light Switch Dimmer,4827.65,362.07,5189.72,REF-477717,Paid,0.0
SALE-00677,2025-11-13,CUST-015,Drop Cloth 9x12,7963.75,597.28,8561.03,REF-204442,Unpaid,9.99
SALE-00678,2025-09-03,CUST-012,Flashing Tape Roll,1691.04,126.83,1817.87,REF-687923,Paid,0.0
SALE-00679,2024-09-10,CUST-022,Sand Play 50lb,1380.15,103.51,1483.66,REF-119264,Unpaid,24.99
SALE-00680,2025-06-21,CUST-020,"Pipe Wrench 18""",6357.33,476.8,6834.13,REF-389279,Paid,24.99
SALE-00681,2025-07-27,CUST-002,First Aid Kit 100pc,2463.49,184.76,2648.25,REF-259077,Unpaid,9.99
SALE-00682,2026-01-03,CUST-047,Drop Cloth 9x12,7973.45,598.01,8571.46,REF-742198,Paid,9.99
SALE-00683,2024-10-05,CUST-028,Deck Boards Composite,1505.15,112.89,1618.04,REF-570988,Paid,0.0
SALE-00684,2026-01-19,CUST-035,Air Compressor 6gal,13150.7,986.3,14137.0,REF-244818,Paid,24.99
SALE-00685,2026-03-05,CUST-028,"Band Saw 14""",7025.13,526.88,7552.01,REF-265725,Unpaid,0.0
SALE-00686,2025-09-24,CUST-008,Joint Compound 5gal,386.58,28.99,415.57,REF-862398,Paid,49.99
SALE-00687,2025-07-14,CUST-020,Mulch Hardwood 2cuft,4434.4,332.58,4766.98,REF-767782,Paid,0.0
SALE-00688,2024-02-05,CUST-012,"Copper Pipe 3/4"" x 10ft",1732.35,129.93,1862.28,REF-746915,Paid,14.99
SALE-00689,2025-10-08,CUST-039,Wire Nuts Assorted,1471.0,110.33,1581.33,REF-476712,Paid,24.99
SALE-00690,2025-03-17,CUST-039,Paver Blocks 4x8,2526.31,189.47,2715.78,REF-292913,Partial,9.99
SALE-00691,2025-03-06,CUST-013,Outlet Box Double Gang,20204.9,1515.37,21720.27,REF-115743,Paid,9.99
SALE-00692,2024-12-22,CUST-013,Table Saw Portable,2416.75,181.26,2598.01,REF-560623,Shipped,24.99
SALE-00693,2025-08-08,CUST-028,Wheelbarrow 6 cu ft,1629.3,122.2,1751.5,REF-871051,Partial,24.99
SALE-00694,2025-07-20,CUST-048,Safety Vest Hi-Vis,2394.66,179.6,2574.26,REF-772550,Paid,14.99
SALE-00695,2024-08-15,CUST-003,Teflon Tape Roll,3658.7,274.4,3933.1,REF-870881,Paid,14.99
SALE-00696,2025-09-25,CUST-041,Concrete Mix 80lb Bag,4323.78,324.28,4648.06,REF-517375,Paid,49.99
SALE-00697,2025-08-06,CUST-028,Grout Sanded Gray,1566.1,117.46,1683.56,REF-823468,Paid,9.99
SALE-00698,2026-02-03,CUST-047,"Stepping Stones 12""",20265.1,1519.88,21784.98,REF-713886,Paid,9.99
SALE-00699,2025-06-15,CUST-002,Drywall Sheets 4x8,4253.05,318.98,4572.03,REF-311741,Shipped,0.0
SALE-00700,2025-06-23,CUST-042,Chisel Set Wood 6pc,8087.05,606.53,8693.58,REF-868881,Paid,0.0
SALE-00701,2024-12-15,CUST-041,Primer Interior 1gal,1236.0,92.7,1328.7,REF-502744,Paid,9.99
SALE-00702,2025-07-02,CUST-050,Reciprocating Saw,5457.54,409.32,5866.86,REF-791567,Paid,0.0
SALE-00703,2024-03-25,CUST-046,Concrete Mix 80lb Bag,2213.15,165.99,2379.14,REF-865630,Shipped,0.0
SALE-00704,2026-01-04,CUST-009,Flashing Tape Roll,8034.9,602.62,8637.52,REF-365406,Paid,9.99
SALE-00705,2025-08-18,CUST-001,Steel Toe Boots,1194.39,89.58,1283.97,REF-327408,Shipped,9.99
SALE-00706,2025-08-03,CUST-039,Face Shield Clear,6522.09,489.16,7011.25,REF-391622,Paid,0.0
SALE-00707,2024-03-02,CUST-042,"Anchor Bolts 1/2""",1954.9,146.62,2101.52,REF-134007,Paid,0.0
SALE-00708,2024-01-04,CUST-027,Drywall Sheets 4x8,825.63,61.92,887.55,REF-740774,Paid,9.99
SALE-00709,2026-03-12,CUST-003,"PVC Pipe 2"" x 10ft",1300.35,97.53,1397.88,REF-486473,Partial,49.99
SALE-00710,2024-07-27,CUST-036,Electrical Wire 12AWG 250ft,1036.34,77.73,1114.07,REF-227950,Paid,0.0
SALE-00711,2025-07-17,CUST-014,Staple Gun Electric,119.91,8.99,128.9,REF-214611,Paid,9.99
SALE-00712,2026-03-20,CUST-046,Tile Adhesive Thinset,20594.0,1544.55,22138.55,REF-431862,Paid,14.99
SALE-00713,2025-10-12,CUST-009,Tool Belt Leather,2012.34,150.93,2163.27,REF-864605,Shipped,9.99
SALE-00714,2024-10-08,CUST-046,Grout Sanded Gray,1622.8,121.71,1744.51,REF-223949,Paid,9.99
SALE-00715,2026-01-24,CUST-014,Tool Belt Leather,1399.72,104.98,1504.7,REF-147702,Unpaid,0.0
SALE-00716,2025-11-07,CUST-001,Chalk Line Reel,641.51,48.11,689.62,REF-366776,Paid,0.0
SALE-00717,2025-09-18,CUST-021,"Band Saw 14""",11539.8,865.48,12405.28,REF-449472,Unpaid,9.99
SALE-00718,2026-03-20,CUST-002,Drywall Sheets 4x8,8284.2,621.32,8905.52,REF-454352,Shipped,9.99
SALE-00719,2024-11-05,CUST-031,Extension Cord 50ft,224.8,16.86,241.66,REF-663051,Unpaid,9.99
SALE-00720,2025-12-02,CUST-034,Tile Cutter Manual,10845.45,813.41,11658.86,REF-430828,Paid,0.0
SALE-00721,2025-11-11,CUST-023,Electrical Wire 12AWG 250ft,1107.96,83.1,1191.06,REF-981578,Paid,0.0
SALE-00722,2025-11-18,CUST-011,Safety Vest Hi-Vis,799.16,59.94,859.1,REF-724103,Paid,49.99
SALE-00723,2025-12-28,CUST-021,"Clamps Bar 24"" 4pk",532.72,39.95,572.67,REF-191014,Shipped,0.0
SALE-00724,2025-08-27,CUST-020,Circuit Breaker 20A,247.82,18.59,266.41,REF-217683,Unpaid,49.99
SALE-00725,2024-04-03,CUST-029,"Stepping Stones 12""",4015.82,301.19,4317.01,REF-624344,Paid,0.0
SALE-00726,2025-08-24,CUST-034,Deck Boards Composite,1485.75,111.43,1597.18,REF-906859,Paid,49.99
SALE-00727,2025-11-05,CUST-014,Hand Plane Block,3779.22,283.44,4062.66,REF-848344,Paid,0.0
SALE-00728,2025-01-22,CUST-039,"PVC Pipe 2"" x 10ft",1245.24,93.39,1338.63,REF-208111,Paid,0.0
SALE-00729,2025-05-21,CUST-014,Concrete Sealer 5gal,116.68,8.75,125.43,REF-390088,Unpaid,49.99
SALE-00730,2025-11-04,CUST-018,Extension Cord 50ft,21.44,1.61,23.05,REF-115997,Paid,0.0
SALE-00731,2025-06-18,CUST-021,Light Switch Dimmer,4580.0,343.5,4923.5,REF-943058,Paid,14.99
SALE-00732,2024-03-03,CUST-020,Tool Belt Leather,2078.25,155.87,2234.12,REF-565198,Paid,0.0
SALE-00733,2024-08-22,CUST-004,Tape Measure 25ft,496.05,37.2,533.25,REF-547181,Partial,0.0
SALE-00734,2026-03-19,CUST-041,Brad Nailer 18ga,712.08,53.41,765.49,REF-472899,Paid,0.0
SALE-00735,2024-12-25,CUST-043,Smart Lock Deadbolt,7593.2,569.49,8162.69,REF-901561,Shipped,14.99
SALE-00736,2024-02-27,CUST-045,Landscape Timbers 8ft,914.0,68.55,982.55,REF-817727,Shipped,9.99
SALE-00737,2024-04-05,CUST-040,"Ceiling Fan 52""",5066.78,380.01,5446.79,REF-292259,Unpaid,49.99
SALE-00738,2025-08-16,CUST-002,Electrical Wire 12AWG 250ft,1055.65,79.17,1134.82,REF-601903,Shipped,49.99
SALE-00739,2024-05-25,CUST-023,Steel Toe Boots,3476.88,260.77,3737.65,REF-207932,Partial,49.99
SALE-00740,2026-01-11,CUST-036,Laser Level Cross,2148.83,161.16,2309.99,REF-658624,Shipped,9.99
SALE-00741,2025-07-08,CUST-040,Teflon Tape Roll,3669.4,275.2,3944.6,REF-502460,Paid,0.0
SALE-00742,2024-12-19,CUST-028,Lathe Wood 12x36,108.84,8.16,117.0,REF-925571,Unpaid,14.99
SALE-00743,2026-01-06,CUST-043,Router Table Combo,2648.2,198.61,2846.81,REF-702080,Shipped,0.0
SALE-00744,2025-10-15,CUST-021,First Aid Kit 100pc,4525.5,339.41,4864.91,REF-284731,Paid,9.99
SALE-00745,2024-10-04,CUST-044,Face Shield Clear,4697.84,352.34,5050.18,REF-443312,Shipped,24.99
SALE-00746,2026-01-03,CUST-014,"Wood Screws #8 x 2""",15327.7,1149.58,16477.28,REF-767033,Paid,49.99
SALE-00747,2024-11-05,CUST-029,Smart Lock Deadbolt,2328.6,174.64,2503.24,REF-706005,Shipped,0.0
SALE-00748,2024-11-11,CUST-020,Hard Hat White,11280.8,846.06,12126.86,REF-419343,Partial,24.99
SALE-00749,2025-02-19,CUST-001,Tool Belt Leather,1398.04,104.85,1502.89,REF-988811,Paid,49.99
SALE-00750,2025-01-12,CUST-036,Concrete Mix 80lb Bag,6359.16,476.94,6836.1,REF-960622,Unpaid,0.0
SALE-00751,2025-01-08,CUST-028,Staple Gun Electric,623.05,46.73,669.78,REF-433580,Partial,9.99
SALE-00752,2025-07-18,CUST-014,Oscillating Multi-Tool,969.36,72.7,1042.06,REF-297370,Partial,49.99
SALE-00753,2025-07-05,CUST-019,Router Table Combo,532.27,39.92,572.19,REF-175231,Paid,0.0
SALE-00754,2026-02-22,CUST-028,"Wood Screws #8 x 2""",7071.65,530.37,7602.02,REF-945091,Partial,49.99
SALE-00755,2025-12-20,CUST-028,Knee Pads Pro,1803.57,135.27,1938.84,REF-544726,Shipped,9.99
SALE-00756,2025-04-06,CUST-028,Steel Toe Boots,2187.42,164.06,2351.48,REF-987938,Paid,24.99
SALE-00757,2025-05-14,CUST-035,Safety Vest Hi-Vis,780.28,58.52,838.8,REF-695748,Shipped,24.99
SALE-00758,2025-02-19,CUST-031,Brad Nailer 18ga,1114.75,83.61,1198.36,REF-866816,Paid,9.99
SALE-00759,2025-02-17,CUST-040,"PVC Pipe 2"" x 10ft",6170.45,462.78,6633.23,REF-877714,Paid,24.99
SALE-00760,2026-03-26,CUST-038,Deck Boards Composite,1462.25,109.67,1571.92,REF-661023,Paid,9.99
SALE-00761,2025-09-16,CUST-037,Jigsaw Corded,1041.02,78.08,1119.1,REF-936997,Paid,0.0
SALE-00762,2024-01-23,CUST-039,Belt Sander 3x21,9389.8,704.23,10094.03,REF-691088,Paid,0.0
SALE-00763,2026-02-19,CUST-011,Safety Vest Hi-Vis,755.34,56.65,811.99,REF-948188,Paid,0.0
SALE-00764,2025-02-05,CUST-033,Paint Roller Set Pro,83.12,6.23,89.35,REF-364294,Paid,14.99
SALE-00765,2025-05-28,CUST-017,Premium Wood Stain,210.06,15.75,225.81,REF-283095,Paid,24.99
SALE-00766,2025-06-26,CUST-012,"Ceiling Fan 52""",2501.68,187.63,2689.31,REF-608473,Paid,49.99
SALE-00767,2025-01-11,CUST-006,Caulk Silicone White,20440.5,1533.04,21973.54,REF-261638,Shipped,49.99
SALE-00768,2025-07-08,CUST-043,Mulch Hardwood 2cuft,442.59,33.19,475.78,REF-321099,Unpaid,0.0
SALE-00769,2026-02-25,CUST-008,Concrete Mix 80lb Bag,4313.86,323.54,4637.4,REF-599365,Paid,9.99
SALE-00770,2026-03-08,CUST-025,Air Compressor 6gal,2606.0,195.45,2801.45,REF-375382,Paid,14.99
SALE-00771,2025-01-10,CUST-029,Drop Cloth 9x12,4859.4,364.45,5223.85,REF-816047,Paid,0.0
SALE-00772,2025-11-12,CUST-028,Tool Belt Leather,6944.7,520.85,7465.55,REF-385831,Unpaid,0.0
SALE-00773,2025-02-09,CUST-042,Ear Plugs 200 pair,16227.9,1217.09,17444.99,REF-808094,Paid,24.99
SALE-00774,2026-03-25,CUST-013,Motion Sensor Light,2839.25,212.94,3052.19,REF-288656,Unpaid,14.99
SALE-00775,2024-11-01,CUST-005,Premium Wood Stain,203.28,15.25,218.53,REF-208954,Shipped,0.0
SALE-00776,2024-12-10,CUST-017,"Roofing Nails 1.5""",6845.28,513.4,7358.68,REF-196407,Paid,14.99
SALE-00777,2026-01-20,CUST-041,Hammer Drill Cordless,1393.47,104.51,1497.98,REF-190582,Paid,9.99
SALE-00778,2026-03-19,CUST-012,"Level 48"" Aluminum",1658.63,124.4,1783.03,REF-408877,Shipped,24.99
SALE-00779,2024-11-15,CUST-018,"Band Saw 14""",12050.65,903.8,12954.45,REF-907278,Unpaid,0.0
SALE-00780,2024-02-09,CUST-050,Pressure Washer 3000PSI,220.21,16.52,236.73,REF-162976,Paid,49.99
SALE-00781,2025-03-15,CUST-005,Sand Play 50lb,1461.9,109.64,1571.54,REF-739947,Partial,0.0
SALE-00782,2026-02-04,CUST-010,Smoke Detector Combo,691.84,51.89,743.73,REF-743790,Paid,9.99
SALE-00783,2026-02-04,CUST-003,Paint Roller Set Pro,384.25,28.82,413.07,REF-362769,Shipped,0.0
SALE-00784,2025-03-21,CUST-041,Industrial Drill Press,8350.05,626.25,8976.3,REF-509451,Paid,0.0
SALE-00785,2026-02-13,CUST-037,Industrial Drill Press,16031.8,1202.38,17234.18,REF-614514,Shipped,9.99
SALE-00786,2025-12-25,CUST-005,Smoke Detector Combo,1310.54,98.29,1408.83,REF-822742,Shipped,0.0
SALE-00787,2025-09-12,CUST-022,Air Compressor 6gal,1251.58,93.87,1345.45,REF-762985,Paid,0.0
SALE-00788,2025-06-03,CUST-030,"Miter Saw 12"" Sliding",6804.65,510.35,7315.0,REF-312987,Paid,14.99
SALE-00789,2024-07-22,CUST-013,Tile Cutter Manual,2197.3,164.8,2362.1,REF-761249,Unpaid,9.99
SALE-00790,2024-11-15,CUST-048,"Roofing Nails 1.5""",2307.11,173.03,2480.14,REF-126596,Paid,9.99
SALE-00791,2025-02-26,CUST-035,Stud Finder Digital,4307.4,323.05,4630.45,REF-974774,Shipped,0.0
SALE-00792,2024-06-02,CUST-022,Lathe Wood 12x36,70.78,5.31,76.09,REF-223928,Paid,49.99
SALE-00793,2026-03-17,CUST-030,"Bench Grinder 8""",7758.51,581.89,8340.4,REF-256189,Paid,0.0
SALE-00794,2024-12-05,CUST-032,Laser Level Cross,6411.54,480.87,6892.41,REF-148026,Paid,24.99
SALE-00795,2026-01-01,CUST-012,Back Support Belt,1342.76,100.71,1443.47,REF-960607,Paid,9.99
SALE-00796,2025-03-27,CUST-038,Electrical Wire 12AWG 250ft,1091.89,81.89,1173.78,REF-219726,Shipped,14.99
SALE-00797,2025-04-03,CUST-013,Hose Garden 100ft,15958.0,1196.85,17154.85,REF-873774,Partial,0.0
SALE-00798,2024-11-19,CUST-035,"Wood Screws #8 x 2""",14492.9,1086.97,15579.87,REF-323589,Paid,14.99
SALE-00799,2024-06-03,CUST-008,Electrical Panel 200A,2666.34,199.98,2866.32,REF-276214,Unpaid,14.99
SALE-00800,2024-08-08,CUST-038,Stainless Steel Bolts M8x30,16315.8,1223.68,17539.48,REF-988528,Partial,49.99
SALE-00801,2024-01-16,CUST-006,Industrial Drill Press,1521.84,114.14,1635.98,REF-841071,Paid,9.99
SALE-00802,2026-02-23,CUST-009,Insulation R-19 Roll,228.83,17.16,245.99,REF-648496,Shipped,9.99
SALE-00803,2024-03-20,CUST-045,Safety Goggles Anti-Fog,9302.45,697.68,10000.13,REF-624170,Paid,24.99
SALE-00804,2025-06-14,CUST-001,First Aid Kit 100pc,2295.28,172.15,2467.43,REF-655953,Paid,14.99
SALE-00805,2025-09-17,CUST-015,Landscape Timbers 8ft,4890.45,366.78,5257.23,REF-318217,Paid,0.0
SALE-00806,2024-02-26,CUST-010,Air Compressor 6gal,2641.28,198.1,2839.38,REF-621682,Paid,0.0
SALE-00807,2026-01-02,CUST-042,Primer Interior 1gal,504.7,37.85,542.55,REF-363592,Unpaid,14.99
SALE-00808,2025-01-04,CUST-048,Concrete Mix 80lb Bag,2325.88,174.44,2500.32,REF-265722,Paid,9.99
SALE-00809,2025-02-03,CUST-016,Hand Plane Block,5911.53,443.36,6354.89,REF-441806,Partial,0.0
SALE-00810,2026-03-11,CUST-015,Drill Press Benchtop,2068.84,155.16,2224.0,REF-202827,Paid,24.99
